Unnamed: 0,Tronc,Unnamed: 2,charpant,Unnamed: 4,1er ss charpante,Unnamed: 6,2ème ss charpante,Unnamed: 8,3ème ss charpante,Unnamed: 10,4ème ss charpante,Unnamed: 12,Rameaux,Unnamed: 14,Unnamed: 15,Fruit 1,Unnamed: 17,Fruit 2,Unnamed: 19,Fruit 3,Unnamed: 21,Fruit 4,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,5ème ss charpante,Unnamed: 13,Unnamed: 16,Unnamed: 18,Unnamed: 20,Unnamed: 22,Fruit 5,Fruit 6,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Fruit 7,Fruit 8,Unnamed: 36,Unnamed: 37
,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Numero SS_ch,Niveau,Num_SC_mere,Point_insert,DIAM,long,long + Point_insert,,,,,,,,,,,,,,,,,,,,,,,
,55.5,,27.5,,,,,,,,,,R53,99,,126,,142,,128,,104,,,,,,,,,51,32,,,,,,8.74,60,64,61,58,,,53,0,1,150.5,27.5,,,32,182.5
,55.5,,27.5,,14.75,,,,,,,,R54,60.5,,,,,,,,,,,,,,,,,51,0,9,,,,,5.92,,,,,,,54,1,51,182.5,14.75,,,9,191.5
,55.5,,27.5,,17.53,,,,,,,,R55,72,,242,,184,,,,,,,,,,,,,51,61,22,,,,,9.64,79,69,,,,,55,1,51,243.5,17.53,,,22,265.5
,55.5,,27.5,,,,,,,,,,R56,55.5,,174,,160,,,,,,,,,,,,,51,7,,,,,,10.02,69,66,,,,,56,0,1,243.5,27.5,,,7,250.5
,55.5,,27.5,,16.85,,11.48,,,,,,R57,83.5,,208,,152,,,,,,,,,,,,,51,25,6,3,,,,9.48,72,66.5,,,,,57,2,57,281.5,11.48,,,3,284.5
,55.5,,27.5,,,,,,,,,,R58,79.5,,118,,152,,188,,156,,,,,,,,,51,37,,,,,,8.58,58,65,68,65,,,58,0,1,268.5,27.5,,,37,305.5
,55.5,,27.5,,,,,,,,,,R59,72,,136,,162,,110,,,,,,,,,,,51,0,,,,,,6.82,62,66.5,52,,,,59,0,1,305.5,27.5,,,0,305.5
,55.5,,27.5,,,,,,,,,,R60,81,,240,,196,,,,,,,,,,,,,51,0,,,,,,8.34,76,69,,,,,60,0,1,305.5,27.5,,,0,305.5
,55.5,,29.3,,46.46,,16.42,,,,,,R61,4.5,,128,,,,,,,,,,,,,,,51,28,70,3,,,,5.33,63.5,,,,,,61,2,61,149,16.42,,,3,152
,55.5,,29.3,,46.46,,16.42,,11.43,,,,R62,4,,122,,,,,,,,,,,,,,,51,28,70,40,32,,,6.1,61,,,,,,62,3,62,192,11.43,,,32,224
,55.5,,29.3,,46.46,,16.42,,,,,,R63,43,,160,,,,,,,,,,,,,,,51,28,70,0,,,,5.84,66,,,,,,63,2,61,192,16.42,,,0,192
,55.5,,29.3,,46.46,,16.42,,,,,,R64,83,,,,,,,,,,,,,,,,,51,28,70,13,,,,9.5,,,,,,,64,2,61,192,16.42,,,13,205
,55.5,,29.3,,46.46,,16.42,,12,,,,R65,65.5,,156,,144,,,,,,,,,,,,,51,28,70,0,18,,,10,66,61,,,,,65,3,65,205,12,,,18,223
,55.5,,29.3,,46.46,,16.42,,40,,,,R66,43,,106,,,,,,,,,,,,,,,51,28,70,22.5,3,,,5,60,,,,,,66,3,66,227.5,40,,,3,230.5
,55.5,,29.3,,46.46,,16.42,,40,,,,R67,38,,132,,,,,,,,,,,,,,,51,28,70,22.5,10,,,5,55,,,,,,67,3,66,230.5,40,,,10,240.5
,55.5,,29.3,,46.46,,16.42,,40,,,,R68,92,,190,,142,,138,,156,,172,,58,,,,,51,28,70,22.5,13,,,12,71.5,64.5,64,64,88,66,68,3,66,240.5,40,,,13,253.5
,55.5,,29.3,,46.46,,16.42,,40,,14.5,,R69,25.5,,124,,78,,116,,,,,,,,,,,51,28,70,22.5,13,39,,6,60.5,60,62,,,,69,4,69,253.5,14.5,,,39,292.5
,55.5,,29.3,,46.46,,16.42,,40,,,,R70,50.5,,140,,,,,,,,,,,,,,,51,28,70,22.5,13.5,,,7,64,,,,,,70,3,66,253.5,40,,,13.5,267
,55.5,,29.3,,46.46,,16.42,,40,,,,R71,29,,140,,,,,,,,,,,,,,,51,28,70,22.5,12,,,7,62,,,,,,71,3,66,267,40,,,12,279
,55.5,,29.3,,46.46,,16.42,,40,,,,R72,33,,122,,136,,,,,,,,,,,,,51,28,70,22.5,6,,,9,61,63,,,,,72,3,66,279,40,,,6,285
,55.5,,29.3,,46.46,,16.42,,40,,,,R73,40,,124,,142,,136,,,,,,,,,,,51,28,70,22.5,11,,,7,64,62,63,,,,73,3,66,285,40,,,11,296
,55.5,,29.3,,46.46,,16.42,,40,,,,R74,28,,186,,212,,,,,,,,,,,,,51,28,70,22.5,5,,,7,68.5,73.5,,,,,74,3,66,296,40,,,5,301
,55.5,,29.3,,46.46,,16.42,,40,,,,R75,80,,206,,174,,148,,,,,,,,,,,51,28,70,22.5,3.5,,,15,75,71,66,,,,75,3,66,301,40,,,3.5,304.5
,55.5,,29.3,,46.46,,14,,,,,,R76,48,,150,,,,,,,,,,,,,,,51,28,68,1.5,,,,6,58,,,,,,76,2,76,217,14,,,1.5,218.5
,55.5,,29.3,,46.46,,9,,,,,,R77,38,,146,,122,,,,,,,,,,,,,51,28,10,4.5,,,,7,62,60,,,,,77,2,76,227,9,,,4.5,231.5
,55.5,,29.3,,46.46,,,,,,,,R78,40,,190,,,,,,,,,,,,,,,51,28,10,,,,,5,70,,,,,,78,1,61,227,46.46,,,10,237
,55.5,,29.3,,46.46,,,,,,,,R79,31,,166,,,,,,,,,,,,,,,51,28,14.5,,,,,10,67.5,,,,,,79,1,61,237,46.46,,,14.5,251.5
,55.5,,29.3,,46.46,,,,,,,,R80,44,,158,,,,,,,,,,,,,,,51,28,42,,,,,5,53,,,,,,80,1,61,251.5,46.46,,,42,293.5
,55.5,,29.3,,46.46,,,,,,,,R81,62.5,,210,,200,,130,,,,,,,,,,,51,28,30,,,,,8.5,76,75,60,,,,81,1,61,293.5,46.46,,,30,323.5
,55.5,,29.3,,46.46,,,,,,,,R82,35,,216,,,,,,,,,,,,,,,51,28,0,,,,,6,81,,,,,,82,1,61,323.5,46.46,,,0,323.5
,55.5,,29.3,,46.46,,55,,,,,,R83,104,,148,,142,,140,,102,,,,,,,,,51,28,12,32,,,,10,65,63,61,68,,,83,2,83,335.5,55,,,32,367.5
,55.5,,29.3,,46.46,,55,,,,,,R84,41,,124,,118,,166,,,,,,,,,,,51,28,12,0,,,,9,60.05,60.05,66.5,,,,84,2,83,367.5,55,,,0,367.5
,55.5,,29.3,,46.46,,55,,,,,,R85,68,,196,,,,,,,,,,,,,,,51,28,12,5.5,,,,26,73,,,,,,85,2,83,367.5,55,,,5.5,373
,55.5,,29.3,,46.46,,55,,26,,,,R86,21,,178,,244,,,,,,,,,,,,,51,28,12,5.5,38,,,10,71.5,76.5,,,,,86,3,86,373,26,,,38,411
,55.5,,29.3,,46.46,,55,,26,,,,R87,24.5,,182,,,,,,,,,,,,,,,51,28,12,5.5,67,,,10,68.5,,,,,,87,3,86,411,26,,,67,478
,55.5,,29.3,,46.46,,55,,26,,,,R88,1,,156,,206,,190,,,,,,,,,,,51,28,12,5.5,20,,,5,65.5,73.5,72,,,,88,3,86,478,26,,,20,498
,55.5,,29.3,,46.46,,55,,26,,,,R89,67,,192,,188,,166,,,,,,,,,,,51,28,12,5.5,11,,,14,72,70,60,,,,89,3,86,498,26,,,11,509
,55.5,,29.3,,46.46,,,,,,,,R90,107,,154,,208,,168,,188,,,,,,,,,51,28,44,,,,,12,65.5,73,70,71,,,90,1,61,335.5,46.46,,,44,379.5
,55.5,,29.3,,46.46,,,,,,,,R91,38,,136,,122,,,,,,,,,,,,,51,28,0,,,,,8.5,60,60,,,,,91,1,61,379.5,46.46,,,0,379.5
,55.5,,29.3,,46.46,,34,,,,,,R92,61.5,,202,,182,,168,,,,,,,,,,,51,28,21,20,,,,12,71,72,69,,,,92,2,92,400.5,34,,,20,420.5
,55.5,,29.3,,46.46,,34,,,,,,R93,84,,122,,156,,162,,206,,,,,,,,,51,28,21,9,,,,10,58,61,65.5,74,,,93,2,92,420.5,34,,,9,429.5
,55.5,,29.3,,46.46,,34,,,,,,R94,57,,182,,132,,124,,140,,54,,,,,,,51,28,21,14,,,,10.5,70,60,59.5,63,108,,94,2,92,429.5,34,,,14,443.5
,55.5,,29.3,,46.46,,34,,,,,,R95,70,,195,,136,,174,,,,,,,,,,,51,28,21,4.5,,,,14,60,74,69,,,,95,2,92,443.5,34,,,4.5,448
,55.5,,29.3,,46.46,,34,,,,,,R96,40,,154,,,,,,,,,,,,,,,51,28,21,0,,,,13,49,,,,,,96,2,92,448,34,,,0,448
,55.5,,29.3,,46.46,,13,,,,,,R97,40,,144,,226,,122,,,,,,,,,,,51,28,21,30,,,,7,63,75,,,,,97,2,97,400.5,13,,,30,430.5
,55.5,,29.3,,46.46,,13,,,,,,R98,43,,130,,,,,,,,,,,,,,,51,28,21,7,,,,6,62,,,,,,98,2,97,430.5,13,,,7,437.5
,55.5,,29.3,,46.46,,,,,,,,R99,67,,160,,102,,98,,,,,,,,,,,51,28,3.5,,,,,8,67.5,55,57.5,,,,99,1,61,400.5,46.46,,,3.5,404
,55.5,,29.3,,46.46,,,,,,,,R100,57,,,,,,,,,,,,,,,,,51,28,0,,,,,8,,,,,,,100,1,61,404,46.46,,,0,404
